feature_id	location	type	function	aliases	protein_md5
fig|1463165.1394.peg.4755	CCI165_S85_contig_33_3705+1371	CDS	Gallate permease		1ffcf1cd11e45521891b79134b9a1883
fig|1463165.1394.peg.4756	CCI165_S85_contig_33_5089+1263	CDS	Gallate dioxygenase (EC 1.13.11.57)		cd4126aa6f53da1326ff3683bbdf72a4
fig|1463165.1394.peg.4757	CCI165_S85_contig_33_7421-1074	CDS	Gallic acid utilization transcriptional regulator, LysR family		e74dc31d9d0653799bee00ad9162f676
fig|1463165.1394.peg.4758	CCI165_S85_contig_33_7573-123	CDS	Gallic acid utilization transcriptional regulator, LysR family		6ccf1f9bd725ecf7d8ecf1b05e0e045b
fig|1463165.1394.peg.4759	CCI165_S85_contig_33_7701+741	CDS	4-oxalmesaconate hydratase (EC 4.2.1.83)		3ce3bb742cbdae8b04dfb4ae4f0e25e2
fig|1463165.1394.peg.4760	CCI165_S85_contig_33_8438+714	CDS	4-carboxy-4-hydroxy-2-oxoadipate aldolase (EC 4.1.3.17)		7051c04892134ed1569c560e8990d979
fig|1463165.1394.peg.4761	CCI165_S85_contig_33_9153+1086	CDS	4-oxalomesaconate tautomerase (EC 5.3.2.8)		a1d4a7c70e5deb26ef9b3eb576c774e0
fig|1463165.1394.peg.4762	CCI165_S85_contig_33_10241+867	CDS	3-hydroxyisobutyrate dehydrogenase family protein		b52adc6fe57465aea65419d5c57266e4
fig|1463165.1394.peg.4763	CCI165_S85_contig_33_11401-291	CDS	HAD phosphatase YigL		f2fcf3b7fcf82c7cd6863b842f3ba0d8
fig|1463165.1394.peg.4764	CCI165_S85_contig_33_12410-903	CDS	Uncharacterized inner membrane transporter YicL		f69f2ad73c8fdde2dd002984a46dcb3c
fig|1463165.1394.peg.4765	CCI165_S85_contig_33_13995-1434	CDS	PTS system, N-acetylmuramic acid-specific IIB component (EC 2.7.1.192) / PTS system, N-acetylmuramic acid-specific IIC component		e548abfd3f8f13bd52f64abc2829eb49
fig|1463165.1394.peg.4766	CCI165_S85_contig_33_14922-903	CDS	N-acetylmuramic acid 6-phosphate etherase (EC 4.2.1.126)		f4a01f22f8f6a2793ab687ecf103fe63
fig|1463165.1394.peg.4767	CCI165_S85_contig_33_16248-1164	CDS	Multidrug resistance transporter, Bcr/CflA family		4e72d8992025e83911a963532736630d
fig|1463165.1394.peg.4768	CCI165_S85_contig_33_17658-1365	CDS	Efflux transport system, outer membrane factor (OMF) lipoprotein		7df7bc8c7eca6ded904bfc7083d972f5
fig|1463165.1394.peg.4769	CCI165_S85_contig_33_20769-3108	CDS	RND efflux system, inner membrane transporter		f8ba80c0ee0c82567916fd1205ef0f49
fig|1463165.1394.peg.4770	CCI165_S85_contig_33_21893-1125	CDS	RND efflux system, membrane fusion protein		eee53a027c3e93f34112a4f7a6cd2b9e
fig|1463165.1394.peg.4771	CCI165_S85_contig_33_22298-117	CDS	hypothetical protein		9e5ee6b1858f1bef41130cd51a7c8f72
fig|1463165.1394.peg.4772	CCI165_S85_contig_33_22273+417	CDS	Acetyltransferase		e26424c23d096bfdb25943312fb51dc7
fig|1463165.1394.peg.4773	CCI165_S85_contig_33_24075-648	CDS	Transcriptional regulator, AcrR family		d6ce805ca68783db43cc9aba54554c36
fig|1463165.1394.peg.4774	CCI165_S85_contig_33_24156+1494	CDS	Uncharacterized MFS-type transporter		776bb4ee1ee4fac49e2f7b09f88b98c6
fig|1463165.1394.peg.4775	CCI165_S85_contig_33_26560-915	CDS	Transcriptional regulator, LysR family		8be3669a81a5544193b4dffbbb2bc823
fig|1463165.1394.peg.4776	CCI165_S85_contig_33_26656+633	CDS	Flavodoxin reductases (ferredoxin-NADPH reductases) family 1		8902a7c575c38fb8522d7e627f920055
fig|1463165.1394.peg.4777	CCI165_S85_contig_33_27285+471	CDS	COGs COG3558		75e96c2b5fab23f4fbc75bdea7050127
fig|1463165.1394.peg.4778	CCI165_S85_contig_33_28312-537	CDS	Macrophage infectivity potentiator-related protein		ee7a68998fd5068e298ddcb6fa70366b
fig|1463165.1394.peg.4779	CCI165_S85_contig_33_28431+906	CDS	Transcriptional regulator, AraC family		a980d6fe4d6624778151d9f81ca0e211
fig|1463165.1394.peg.4780	CCI165_S85_contig_33_29463+810	CDS	Lipoprotein 28 (NlpA)		3d81ad414700c1cdfcbb69733da59e12
fig|1463165.1394.peg.4781	CCI165_S85_contig_33_30297+855	CDS	Permease of the drug/metabolite transporter (DMT) superfamily		04c8355c3b231093376ba46ae8ce4f5f
fig|1463165.1394.peg.4782	CCI165_S85_contig_33_31701-561	CDS	NUDIX hydrolase		36f0ca653747a2758bbc19d1cbf66337
fig|1463165.1394.peg.4783	CCI165_S85_contig_33_31868+780	CDS	hypothetical protein		8e741a88fe81de8127a0ef1fe958865e
fig|1463165.1394.peg.4784	CCI165_S85_contig_33_32669+939	CDS	Transcriptional regulator, AraC family		25c804280055c571dd7578069806f26f
fig|1463165.1394.peg.4785	CCI165_S85_contig_33_34653-1050	CDS	Alcohol dehydrogenase (EC 1.1.1.1)		f0043dab6620ab22a6d011312128e3df
fig|1463165.1394.peg.4786	CCI165_S85_contig_33_35098-291	CDS	hypothetical protein		1cfbc15931c8c51d4e9e2f77d4e35354
fig|1463165.1394.peg.4787	CCI165_S85_contig_33_36107-1008	CDS	Zinc-type alcohol dehydrogenase-like protein		ea3f70b461b0b5d4a31b9de1c2cd23d9
fig|1463165.1394.peg.4788	CCI165_S85_contig_33_36687-468	CDS	FIG00731480: hypothetical protein		597dffb8093ffad1ce7b020f7b333921
fig|1463165.1394.peg.4789	CCI165_S85_contig_33_38569-1608	CDS	Retron-type RNA-directed DNA polymerase (EC 2.7.7.49)		a10fe06605b9b72dd9df3d842cceb42d
fig|1463165.1394.peg.4790	CCI165_S85_contig_33_39138+1026	CDS	Predicted transcriptional regulator containing an HTH domain and an uncharacterized domain shared with the mammalian protein Schlafen		c480a6212c3bc8ea5bad822d8b2c84ed
fig|1463165.1394.peg.4791	CCI165_S85_contig_34_179-177	CDS	Oxaloacetate decarboxylase Na(+) pump, gamma chain (EC 4.1.1.3)		a2bc815bc6b982cb72f858ccb349cc3b
fig|1463165.1394.peg.4792	CCI165_S85_contig_34_939-618	CDS	Fumarate hydratase class I, beta region (EC 4.2.1.2); L(+)-tartrate dehydratase beta subunit (EC 4.2.1.32)		74ef3da34f725818bbe2a0a3977a1f0d
fig|1463165.1394.peg.4793	CCI165_S85_contig_34_1838-900	CDS	Fumarate hydratase class I, alpha region (EC 4.2.1.2); L(+)-tartrate dehydratase alpha subunit (EC 4.2.1.32)		22453fa219b641d344c08c300b7a0a5e
fig|1463165.1394.peg.4794	CCI165_S85_contig_34_3139-1269	CDS	Sodium-dependent anion transporter family		a5e7f336a0ea1212aeeb058b09eeec89
fig|1463165.1394.peg.4795	CCI165_S85_contig_34_4016-666	CDS	Transcriptional regulator STM3357, GntR family		5fa6f77c38d46d4468db54e8e58e9eae
fig|1463165.1394.peg.4796	CCI165_S85_contig_34_4632-630	CDS	Transcriptional regulator, GntR family		de3d7210e960963bfa764702dbb1898f
fig|1463165.1394.peg.4797	CCI165_S85_contig_34_5702-939	CDS	Malate dehydrogenase (EC 1.1.1.37)		018ef7c84b3985335c02b996912378b5
fig|1463165.1394.peg.4798	CCI165_S85_contig_34_6117+471	CDS	Arginine pathway regulatory protein ArgR, repressor of arg regulon		05c2fdf2875ca12cc3c9faaf01c360d5
fig|1463165.1394.peg.4799	CCI165_S85_contig_34_6958+264	CDS	probable exported protein YPO3518		fdbf86b6407f2cd20218db0584574870
fig|1463165.1394.peg.4800	CCI165_S85_contig_34_7319+267	CDS	probable exported protein YPO3518		52cf345ce286ee078d89d13776483308
fig|1463165.1394.peg.4801	CCI165_S85_contig_34_7911-276	CDS	Barstar, ribonuclease (Barnase) inhibitor		f36dbd55df1fd682c868c116ca6ae5aa
fig|1463165.1394.peg.4802	CCI165_S85_contig_34_9958-1968	CDS	AaeAB efflux system for hydroxylated, aromatic carboxylic acids, inner membrane subunit AaeB		5a98868767717de27a8b201f9186223d
fig|1463165.1394.peg.4803	CCI165_S85_contig_34_10896-933	CDS	AaeAB efflux system for hydroxylated, aromatic carboxylic acids, membrane fusion component AaeA		8d9802cf787310976a2502682296028a
fig|1463165.1394.peg.4804	CCI165_S85_contig_34_11107-204	CDS	AaeX protein, function unknown		79e1669aa2383636db411cc9abd0a99f
fig|1463165.1394.peg.4805	CCI165_S85_contig_34_11239+930	CDS	Transcriptional regulator AaeR, LysR family		39e1fcdf099229b43ee9190d595c43b0
fig|1463165.1394.peg.4806	CCI165_S85_contig_34_13649-1446	CDS	TldD protein, part of TldE/TldD proteolytic complex		d1e68ff02500a0fd1160f96a196970b0
fig|1463165.1394.peg.4807	CCI165_S85_contig_34_17535-3798	CDS	Uncharacterized protein YhdP		edb99b9dd21914cb4a72b45b1999dd18
fig|1463165.1394.peg.4808	CCI165_S85_contig_34_19042-1470	CDS	Ribonuclease G		74c6dce30875db4e117f4cbbd4ab48ec
fig|1463165.1394.peg.4809	CCI165_S85_contig_34_19626-582	CDS	Septum formation protein Maf		8371828fd9a525107816987f108de59e
fig|1463165.1394.peg.4810	CCI165_S85_contig_34_20122-489	CDS	Rod shape-determining protein MreD		c2343e3d421eae6c16034a324af4ba48
fig|1463165.1394.peg.4811	CCI165_S85_contig_34_21114-993	CDS	Rod shape-determining protein MreC		6f98fb367411a4e4920331977dbba3c5
fig|1463165.1394.peg.4812	CCI165_S85_contig_34_22228-1044	CDS	Rod shape-determining protein MreB		3f359f149db61b3ae9c75914ac780fd4
fig|1463165.1394.peg.4813	CCI165_S85_contig_34_24474-1941	CDS	RNase E specificity factor CsrD		0d97820d1448e52d0c82bffcc1135d1f
fig|1463165.1394.peg.4814	CCI165_S85_contig_34_24745-192	CDS	hypothetical protein		fa661a717a6f45e22a759b30cff454e8
fig|1463165.1394.peg.4815	CCI165_S85_contig_34_24962+1017	CDS	Protein-methionine-sulfoxide reductase catalytic subunit MsrP		8f2d9e946135b8e19102385cdc67a979
fig|1463165.1394.peg.4816	CCI165_S85_contig_34_25978+600	CDS	Protein-methionine-sulfoxide reductase heme-binding subunit MsrQ		b2ab3f7d177bb147da7e62e0cbe7b757
fig|1463165.1394.peg.4817	CCI165_S85_contig_34_26810+453	CDS	3-dehydroquinate dehydratase II (EC 4.2.1.10)		017a4e19443205a5b83d46c46121392b
fig|1463165.1394.peg.4818	CCI165_S85_contig_34_27285+468	CDS	Biotin carboxyl carrier protein of acetyl-CoA carboxylase		3b693bf2db636f00822fd39996dbf526
fig|1463165.1394.peg.4819	CCI165_S85_contig_34_27763+1350	CDS	Biotin carboxylase of acetyl-CoA carboxylase (EC 6.3.4.14)		60558b7f9fe18e76d3b9df6e4bb36842
fig|1463165.1394.peg.4820	CCI165_S85_contig_34_29223+243	CDS	Uncharacterized protein YhdT		bee90a5666208c87ff55a57844e52ec8
fig|1463165.1394.peg.4821	CCI165_S85_contig_34_29455+1452	CDS	Pantothenate:Na+ symporter (TC 2.A.21.1.1)		6474144556f98e39b7406112dda471b5
fig|1463165.1394.peg.4822	CCI165_S85_contig_34_30918+882	CDS	Ribosomal protein L11 methyltransferase		93834dd906708f2faa2e91ed13ef7ac4
fig|1463165.1394.peg.4823	CCI165_S85_contig_34_32157+966	CDS	tRNA-dihydrouridine synthase DusB		ab081d61769ebef51020394b5c20677f
fig|1463165.1394.peg.4824	CCI165_S85_contig_34_33147+297	CDS	DNA-binding protein Fis		e9ff87b2f6cbc07850e519f60813e1f6
fig|1463165.1394.peg.4825	CCI165_S85_contig_34_34181-654	CDS	Probable acrEF/envCD operon repressor EnvR		f4dd9b30b801b0f8abcee5b21cca5d6a
fig|1463165.1394.peg.4826	CCI165_S85_contig_34_34557+1140	CDS	Multidrug efflux system AcrEF-TolC, membrane fusion component AcrE		30e5f0c7e451c3eaf715cc1507fb4842
fig|1463165.1394.peg.4827	CCI165_S85_contig_34_35709+3111	CDS	Multidrug efflux system AcrEF-TolC, inner-membrane proton/drug antiporter AcrF (RND type)		4c6425dde9f39ce221385fe2a6495079
fig|1463165.1394.peg.4828	CCI165_S85_contig_34_39113+222	CDS	Uncharacterized membrane protein YhdV		0a0b84f735114cb56a756afe303fb059
fig|1463165.1394.rna.70	CCI165_S85_contig_34_39679-122	rna	5S rRNA ## 5S ribosomal RNA		
fig|1463165.1394.rna.71	CCI165_S85_contig_34_39790-76	rna	tRNA-Thr-GGT		
fig|1463165.1394.peg.4829	CCI165_S85_contig_35_51+570	CDS	DNA invertase		dc07f57b289f2a513b6b9be14f965352
fig|1463165.1394.peg.4830	CCI165_S85_contig_35_1183+420	CDS	Error-prone repair protein UmuD		036eda94d66c5f119ea3d1bc5dfc3eaa
fig|1463165.1394.peg.4831	CCI165_S85_contig_35_1559+1311	CDS	Error-prone, lesion bypass DNA polymerase V (UmuC)		df784a1ef9d1dc7149142d194b34bc9b
fig|1463165.1394.peg.4832	CCI165_S85_contig_35_3112+1107	CDS	hypothetical protein		d570637838aeecee7a6375ecef6d0f5d
fig|1463165.1394.peg.4833	CCI165_S85_contig_35_4218+654	CDS	hypothetical protein		41b47db0df57c7f899b92873acb8f38e
fig|1463165.1394.peg.4834	CCI165_S85_contig_35_5362-285	CDS	Putative SOS response-associated peptidase YedK		201ed8f24551451cb8d2889d83620968
fig|1463165.1394.peg.4835	CCI165_S85_contig_35_6419-435	CDS	Universal stress protein F		c0f8c4963349807c9aeee6e3075c9bc7
fig|1463165.1394.peg.4836	CCI165_S85_contig_35_6713-213	CDS	hypothetical protein		09fd90b26ee91f5c900f57892a5b5723
fig|1463165.1394.peg.4837	CCI165_S85_contig_35_7982-1125	CDS	Outer membrane porin OmpN		f4911c87c014194e7863a17e419c629a
fig|1463165.1394.peg.4838	CCI165_S85_contig_35_8224+114	CDS	hypothetical protein		d69f04d85b99c95f6138a3a8ca2a3c35
fig|1463165.1394.peg.4839	CCI165_S85_contig_35_11867-3528	CDS	Pyruvate-flavodoxin oxidoreductase		b2ab4bec1eeae41fb36f831c9f593f66
fig|1463165.1394.peg.4840	CCI165_S85_contig_35_12229+264	CDS	Uncharacterized protein YdbJ		6ad321b74b248f838cd3b9cd9a68639e
fig|1463165.1394.peg.4841	CCI165_S85_contig_35_12969-447	CDS	Heat shock protein HslJ		c92e59e2a0908df9a8a31cf81cf999c7
fig|1463165.1394.peg.4842	CCI165_S85_contig_35_14076-990	CDS	D-lactate dehydrogenase (EC 1.1.1.28)		b017e8acaf6c036df14f7a269de6bb6b
fig|1463165.1394.peg.4843	CCI165_S85_contig_35_14725-501	CDS	DedA-family integral membrane protein		9b9e2a4afdc3c17f2dd6464b55a5f9b3
fig|1463165.1394.peg.4844	CCI165_S85_contig_35_14932+2640	CDS	Putative uncharacterized protein ydbH		735d6e6fdd02445d1ca33e7aaf3c6008
fig|1463165.1394.peg.4845	CCI165_S85_contig_35_17568+186	CDS	Uncharacterized protein YnbE		5e191cae5613d30d83fec74ddda2c73f
fig|1463165.1394.peg.4846	CCI165_S85_contig_35_17761+324	CDS	Putative uncharacterized protein ydbL, may be related to amine metabolism		7a4518f1dfa35cdbcbf1e7c03a4a237b
fig|1463165.1394.peg.4847	CCI165_S85_contig_35_18987-903	CDS	Transcriptional regulator, AraC family		eea6437915b2452a2c68f28f24dd2d6c
fig|1463165.1394.peg.4848	CCI165_S85_contig_35_19223+1500	CDS	Phenylacetaldehyde dehydrogenase (EC 1.2.1.39)		895afb3d9726ca5587ceda1a49d62dab
fig|1463165.1394.peg.4849	CCI165_S85_contig_35_20847+891	CDS	2-dehydropantoate 2-reductase (EC 1.1.1.169)		f741b7e4f9e8161e85306b5cd90b7420
fig|1463165.1394.peg.4850	CCI165_S85_contig_35_22487-732	CDS	Ribulose-5-phosphate 4-epimerase and related epimerases and aldolases		12af0f99ede6d1a80bfc577101bce3cf
fig|1463165.1394.peg.4851	CCI165_S85_contig_35_23323-831	CDS	ABC transporter, substrate-binding protein (cluster 3, basic aa/glutamine/opines)		9d26bec2d3d9fbb6e7329a9ebdf1f4cb
fig|1463165.1394.peg.4852	CCI165_S85_contig_35_24219-873	CDS	Phytanoyl-CoA dioxygenase family protein		1be841d9e223938073800c2edda067be
fig|1463165.1394.peg.4853	CCI165_S85_contig_35_25766-1521	CDS	ABC transporter, permease protein (cluster 3, basic aa/glutamine/opines) / ABC transporter, ATP-binding protein (cluster 3, basic aa/glutamine/opines)		927ed61d3e00dcb773521f284fdb91e9
fig|1463165.1394.peg.4854	CCI165_S85_contig_35_25858+150	CDS	hypothetical protein		0ea582e992cb67456e6bc3738f469f21
fig|1463165.1394.peg.4855	CCI165_S85_contig_35_26255+915	CDS	Transcriptional regulator, LysR family		260aa6b928ff2750fbe4b9a385d8c76f
fig|1463165.1394.peg.4856	CCI165_S85_contig_35_27340+1257	CDS	Putative monooxygenase PA5393		7b2935063f65bb31410deb423559cd2f
fig|1463165.1394.peg.4857	CCI165_S85_contig_35_28623+435	CDS	Uncharacterized protein PA5392, RidA/YER057c/UK114 superfamily		3dc39eb00a69a90e33c6fd9dd83691e5
fig|1463165.1394.peg.4858	CCI165_S85_contig_35_29054+675	CDS	Protein of unknown function PA5391, DUF1028 family		abad65e5ef489bd958e697b81042b83f
fig|1463165.1394.peg.4859	CCI165_S85_contig_35_29706+1185	CDS	Uncharacterized deacetylase PA5390		41d4dbed459a02c857208bb5897136eb
fig|1463165.1394.peg.4860	CCI165_S85_contig_35_30915+819	CDS	Phytanoyl-CoA dioxygenase		d53fd704bfd8a03304911fc560d91782
fig|1463165.1394.peg.4861	CCI165_S85_contig_35_31789+951	CDS	Putative oxidoreductase SMc00968		cecea6e0323b5df4615051b0ebe148eb
fig|1463165.1394.peg.4862	CCI165_S85_contig_35_35009-2268	CDS	Monoamine oxidase (1.4.3.4)		13c0ab1d6e1a88b288b8cc8c3be51dd1
fig|1463165.1394.peg.4863	CCI165_S85_contig_36_140+204	CDS	hypothetical protein		1a57d71ecb837acc1165da6e236ec090
fig|1463165.1394.peg.4864	CCI165_S85_contig_36_348+1590	CDS	IMP cyclohydrolase (EC 3.5.4.10) / Phosphoribosylaminoimidazolecarboxamide formyltransferase (EC 2.1.2.3)		23e7c6798197ed71778e4e88b1f36a13
fig|1463165.1394.peg.4865	CCI165_S85_contig_36_1953+1296	CDS	Phosphoribosylamine--glycine ligase (EC 6.3.4.13)		c469508834308b4afcb070ed9451bd1e
fig|1463165.1394.peg.4866	CCI165_S85_contig_36_4569-1332	CDS	Response regulator of zinc sigma-54-dependent two-component system		15211ce7fb67f928271c40c49e60545f
fig|1463165.1394.peg.4867	CCI165_S85_contig_36_5950-1395	CDS	Sensor protein of zinc sigma-54-dependent two-component system		fecee99f70aef514f5a628aba39e6e37
fig|1463165.1394.peg.4868	CCI165_S85_contig_36_6210+438	CDS	Zinc resistance-associated protein ZraP		a11cdd47b6a3735083ae54060624bfc7
fig|1463165.1394.peg.4869	CCI165_S85_contig_36_7352-702	CDS	Uncharacterized protein YjaH		438ef1fc1c3c36e54980a69a711c1e0d
fig|1463165.1394.peg.4870	CCI165_S85_contig_36_7631-273	CDS	DNA-binding protein HU-alpha		dd21064b923ca067c4a3b444e58a075c
fig|1463165.1394.peg.4871	CCI165_S85_contig_36_8408-591	CDS	Uncharacterized protein YjaG		006211eeface932439cee6eba6ecc83d
fig|1463165.1394.peg.4872	CCI165_S85_contig_36_9122-672	CDS	Endonuclease V (EC 3.1.21.7)		faaf2453ed12cecfe2f8a4b38dd43d61
fig|1463165.1394.peg.4873	CCI165_S85_contig_36_10199-1065	CDS	Uroporphyrinogen III decarboxylase (EC 4.1.1.37)		1a2f183eed87f9c2a5787ace98ba6c54
fig|1463165.1394.peg.4874	CCI165_S85_contig_36_11013-774	CDS	NADH pyrophosphatase (EC 3.6.1.22), decaps 5'-NAD modified RNA		7fbe1d4bd6839311ec55fe2441bf3ce8
fig|1463165.1394.peg.4875	CCI165_S85_contig_36_11107+498	CDS	Regulator of sigma D		ced23301cc4905d82f056080be5e2cb1
fig|1463165.1394.peg.4876	CCI165_S85_contig_36_11866+1896	CDS	Phosphomethylpyrimidine synthase ThiC (EC 4.1.99.17)		b8c26e6a482c0822670ef8f7d32ab1da
fig|1463165.1394.peg.4877	CCI165_S85_contig_36_13761+636	CDS	Thiamin-phosphate pyrophosphorylase (EC 2.5.1.3)		6241ba0ad6a2545f3ca6a00d92e4eb84
fig|1463165.1394.peg.4878	CCI165_S85_contig_36_14389+756	CDS	Sulfur carrier protein ThiS adenylyltransferase (EC 2.7.7.73)		664c167006fc9b9a2b231b7aa7492cc9
fig|1463165.1394.peg.4879	CCI165_S85_contig_36_15128+201	CDS	Sulfur carrier protein ThiS		0cbf45a1d54cf91da56749a291e5f592
fig|1463165.1394.peg.4880	CCI165_S85_contig_36_15330+771	CDS	Thiazole synthase (EC 2.8.1.10)		4a0de1fce3918bfc922e72431ce0ffda
fig|1463165.1394.peg.4881	CCI165_S85_contig_36_16097+1134	CDS	2-iminoacetate synthase (ThiH) (EC 4.1.99.19)		3ef0732ccccfe728c0b9dddd86232a24
fig|1463165.1394.peg.4882	CCI165_S85_contig_36_17434-123	CDS	hypothetical protein		afa6053fd3b6bc71f871ea56c10da216
fig|1463165.1394.peg.4883	CCI165_S85_contig_36_17547+1533	CDS	diguanylate cyclase/phosphodiesterase (GGDEF & EAL domains) with PAS/PAC sensor(s)		42e3128f296cfc998fc0a7b33e4c52ea
fig|1463165.1394.peg.4884	CCI165_S85_contig_36_19252+306	CDS	PTS system, cellobiose-specific IIB component (EC 2.7.1.205)		9a43698a737bbec2d1fd221de54450fd
fig|1463165.1394.peg.4885	CCI165_S85_contig_36_19561+318	CDS	PTS system, IIA component		9feb6c4356bc2aea6af171d020639c16
fig|1463165.1394.peg.4886	CCI165_S85_contig_36_21262-1341	CDS	Anaerobic C4-dicarboxylate transporter DcuB		376f5b41160eea047bb655e0994a4cf8
fig|1463165.1394.peg.4887	CCI165_S85_contig_36_25885-4224	CDS	DNA-directed RNA polymerase beta' subunit (EC 2.7.7.6)		6dd1ee99ded58f4e9973fbf54dc3aef9
fig|1463165.1394.peg.4888	CCI165_S85_contig_36_29990-4029	CDS	DNA-directed RNA polymerase beta subunit (EC 2.7.7.6)		9b3d5afacae79c2b84697a8eb253f7ee
fig|1463165.1394.peg.4889	CCI165_S85_contig_36_30680-366	CDS	LSU ribosomal protein L7p/L12p (P1/P2)		a60ddc90156d60af097682dd3685e33b
fig|1463165.1394.peg.4890	CCI165_S85_contig_36_31244-498	CDS	LSU ribosomal protein L10p (P0)		6a330b20e40b91de1079b178da95a650
fig|1463165.1394.peg.4891	CCI165_S85_contig_36_32238-705	CDS	LSU ribosomal protein L1p (L10Ae)		13f166d19d7115b38b65f53590065065
fig|1463165.1394.peg.4892	CCI165_S85_contig_36_32670-429	CDS	LSU ribosomal protein L11p (L12e)		d18b7883241b81c7a7774478b4b9211d
fig|1463165.1394.peg.4893	CCI165_S85_contig_36_33372-546	CDS	Transcription antitermination protein NusG		728829054ec6249f1c5d4249b2b2eca4
fig|1463165.1394.peg.4894	CCI165_S85_contig_36_33757-384	CDS	Protein translocase subunit SecE		04270c2ce84bf0374288e71230ff895c
fig|1463165.1394.peg.4895	CCI165_S85_contig_36_34165-72	CDS	Translation elongation factor Tu		a15316cf0e20726ccf82cd286056bb27
fig|1463165.1394.peg.4896	CCI165_S85_contig_37_2+2376	CDS	Outer membrane usher protein fimD precursor		b935503199539415c1558c1a105bd438
fig|1463165.1394.peg.4897	CCI165_S85_contig_37_2368+996	CDS	fimbrial adhesin precursor		959f7a6ab7d1e4ff3900eb0a2be4629a
fig|1463165.1394.peg.4898	CCI165_S85_contig_37_3377+636	CDS	putative fimbrial-like protein		a91827b99a8c90d57b02efaff05303da
fig|1463165.1394.peg.4899	CCI165_S85_contig_37_4762-717	CDS	hypothetical protein		7a7e5dc119bb265c41b9156a4278209f
fig|1463165.1394.peg.4900	CCI165_S85_contig_37_5478-573	CDS	COG2197: Response regulator containing a CheY-like receiver domain and an HTH DNA-binding domain		4afe1fa58030f4a2d3c172dd2381433b
fig|1463165.1394.peg.4901	CCI165_S85_contig_37_6200-705	CDS	hypothetical protein		1edc71017f94ff28257b17d3f225bc78
fig|1463165.1394.peg.4902	CCI165_S85_contig_37_7462-879	CDS	Pyridoxine 4-dehydrogenase PhxI (EC 1.1.1.65)		27f096b4d29a8ebd555a34dfdc6acb14
fig|1463165.1394.peg.4903	CCI165_S85_contig_37_8812-1230	CDS	Inner membrane transport protein YqeG		af649be79d68d1529877547394f1e4eb
fig|1463165.1394.peg.4904	CCI165_S85_contig_37_9397-462	CDS	hypothetical protein		0e66b33b526bdd8fad42886226dd6e1d
fig|1463165.1394.peg.4905	CCI165_S85_contig_37_9500+870	CDS	LysR-family transcriptional regulator STM3020		5e394df38ba79fb6e2e3a8b57073ecb7
fig|1463165.1394.peg.4906	CCI165_S85_contig_37_10488+1179	CDS	Acetyl-CoA acetyltransferase (EC 2.3.1.9)		730a2b5c16b6b9c61f9e11b533fc4889
fig|1463165.1394.peg.4907	CCI165_S85_contig_37_11915+696	CDS	Oligogalacturonate-specific porin protein KdgM		aac53edd1d57324384f708feb2c2223a
fig|1463165.1394.peg.4908	CCI165_S85_contig_37_13920-1176	CDS	Oligogalacturonate lyase (EC 4.2.2.6)		01936b3fc4b5351dda08e2da87c1036d
fig|1463165.1394.peg.4909	CCI165_S85_contig_37_14086+120	CDS	hypothetical protein		ef347efd1042046f83b5cf9aa94ea9bd
fig|1463165.1394.peg.4910	CCI165_S85_contig_37_14405+762	CDS	2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase (EC 1.1.1.127) @ 2-deoxy-D-gluconate 3-dehydrogenase (EC 1.1.1.125)		7729448de3871a5e0d24bfc2db5e28a6
fig|1463165.1394.peg.4911	CCI165_S85_contig_37_15463+1422	CDS	low-affinity L-arabinose transport system proton symport protein		63e8b7f8607d2a880169ae0a2d281520
fig|1463165.1394.peg.4912	CCI165_S85_contig_37_17876-996	CDS	Sucrose specific transcriptional regulator CscR, LacI family		dc5bf8a6c0d28894531f5f77d421960e
fig|1463165.1394.peg.4913	CCI165_S85_contig_37_17971+135	CDS	hypothetical protein		dbad56d9bdbd458332c5bd6d56fc8e87
fig|1463165.1394.peg.4914	CCI165_S85_contig_37_18118+1242	CDS	Sucrose permease, major facilitator superfamily		7e5d432f61d98ab833f614f142193218
fig|1463165.1394.peg.4915	CCI165_S85_contig_37_19376+1437	CDS	beta-fructofuranosidase (EC 3.2.1.26)		a81e8eebc989b3c48dc07dfbdebcf160
fig|1463165.1394.peg.4916	CCI165_S85_contig_37_20934+1344	CDS	Putative glycoporin		93a3e669294fae0beef5001ee6260b41
fig|1463165.1394.peg.4917	CCI165_S85_contig_37_23635-1287	CDS	ABC transporter, substrate-binding protein (cluster 1, maltose/g3p/polyamine/iron)		a7f3ed1223e3fe528bf07bdf1e755609
fig|1463165.1394.peg.4918	CCI165_S85_contig_37_24779-1128	CDS	ABC transporter, ATP-binding protein (cluster 1, maltose/g3p/polyamine/iron); ABC transporter, ATP-binding protein (cluster 10, nitrate/sulfonate/bicarbonate)		7b7872bf1aff0a90b97554ab9c99a9c3
fig|1463165.1394.peg.4919	CCI165_S85_contig_37_25694-903	CDS	ABC transporter, permease protein 2 (cluster 1, maltose/g3p/polyamine/iron)		6a30ccad5eba47a14c1e2b479c5778be
fig|1463165.1394.peg.4920	CCI165_S85_contig_37_26430-744	CDS	ABC transporter, permease protein 1 (cluster 1, maltose/g3p/polyamine/iron)		06be1a24eafbad05c6918b2c3cdb85b1
fig|1463165.1394.peg.4921	CCI165_S85_contig_38_105+651	CDS	Protein YrdA		f53c5e2de10f13036293d090ef75aca5
